name,label,catchment,river,situation,easting,northing,x,y
SHST01,SHST01 - River Shira - Stuckgoay (Trib.),loch_fyne_coastal,River Shira,Stuckgoay (Trib.),214106,715863,-5.005847,56.298644
SHST02,SHST02 - River Shira - Stuckgoay (Trib.),loch_fyne_coastal,River Shira,Stuckgoay (Trib.),214027,716026,-5.007236,56.300076
SKIP01,SKIP01 - SKIPNESS,loch_fyne_coastal,SKIPNESS,,190312,657892,-5.344358,55.768775
SKIP02,SKIP02 - SKIPNESS,loch_fyne_coastal,SKIPNESS,,189670,658259,-5.354856,55.771788
SKIP03,SKIP03 - SKIPNESS,loch_fyne_coastal,SKIPNESS,,189554,658738,-5.357072,55.776034
SKIP04,SKIP04 - SKIPNESS,loch_fyne_coastal,SKIPNESS,,189211,659390,-5.363034,55.781733
SKIP05,SKIP05 - SKIPNESS - Garbh Allt (Trib.),loch_fyne_coastal,SKIPNESS,Garbh Allt (Trib.),188966,660146,-5.367519,55.788407
SKIP06,SKIP06 - SKIPNESS,loch_fyne_coastal,SKIPNESS,,189314,660670,-5.362385,55.793259
Shira 5,Shira 5 - River Shira - At confluence with Kilblaan Burn,loch_fyne_coastal,River Shira,At confluence with Kilblaan Burn,212732,713504,-5.026343,56.276939
Shira7,Shira7 - River Shira - Stepping stones,loch_fyne_coastal,River Shira,Stepping stones,213624,714624,-5.012749,56.287339
Shira8,Shira8 - River Shira,loch_fyne_coastal,River Shira,,213420,714199,-5.015739,56.283446
Shira9,Shira9 - River Shira - Top mainstream site. U/S of Left bank tributary,loch_fyne_coastal,River Shira,Top mainstream site. U/S of Left bank tributary,215814,718150,-4.979884,56.31983
ABT01,ABT01 - Abhainn Bheag an Tunns - U/s of track crossing. U/s site boundary with large rocks at bend.,river_add,Abhainn Bheag an Tunns,U/s of track crossing. U/s site boundary with large rocks at bend.,192734,695410,-5.334638,56.106343
ABT02,ABT02 - Abhainn Bheag an Tunns - D/s of intake dam,river_add,Abhainn Bheag an Tunns,D/s of intake dam,193261,695795,-5.326478,56.110024
ABT03,ABT03 - Abhainn Bheag an Tunns - D/S of rightbank tributary,river_add,Abhainn Bheag an Tunns,D/S of rightbank tributary,194271,696476,-5.31079,56.116569
ABT04,ABT04 - Abhainn Bheag an Tunns - 500m U/s of rightbank tributary.,river_add,Abhainn Bheag an Tunns,500m U/s of rightbank tributary.,194683,696664,-5.30432,56.118432
Add WF1,Add WF1 - River Add - 100 m upstream of forestry bridge,river_add,River Add,100 m upstream of forestry bridge,191280,694884,-5.357564,56.100992
Add WF2,Add WF2 - River Add - 30 m downstream of new wind farm bridge,river_add,River Add,30 m downstream of new wind farm bridge,192797,697678,-5.335388,56.126712
Add WF3,Add WF3 - River Add - Right channel of Island braid,river_add,River Add,Right channel of Island braid,193173,698061,-5.329647,56.130311
Add WF3a,Add WF3a - River Add - Unnamed left bank trib. Downstream of tree stumps,river_add,River Add,Unnamed left bank trib. Downstream of tree stumps,193316,697884,-5.327213,56.128785
Add WF3b,Add WF3b - River Add - Carron Burn tributary. 3 m upstream of confluence,river_add,River Add,Carron Burn tributary. 3 m upstream of confluence,193226,698183,-5.328891,56.131428
Add WF4,Add WF4 - River Add - Lower Carron upstream of bends,river_add,River Add,Lower Carron upstream of bends,193764,698800,-5.320727,56.137195
Add WF5,Add WF5 - River Add - Upstream of waterfall adjacent to Carron lower field boundary,river_add,River Add,Upstream of waterfall adjacent to Carron lower field boundary,194527,699503,-5.309013,56.143829
Add WF6,Add WF6 - River Add - Upstream of braid adjacent to ruined building,river_add,River Add,Upstream of braid adjacent to ruined building,194930,699823,-5.302785,56.146873
Add WF7,Add WF7 - River Add - Abhainn Bhuidhe tributary adjacent to ruined building,river_add,River Add,Abhainn Bhuidhe tributary adjacent to ruined building,194827,699745,-5.304379,56.146129
Add10,"Add10 - River Add - Upper mainstem, Carron l",river_add,River Add,"Upper mainstem, Carron l",193764,698800,-5.320727,56.137195
Add11,"Add11 - River Add - Upper mainstem, Carron ll. U/S of falls @ bothy.",river_add,River Add,"Upper mainstem, Carron ll. U/S of falls @ bothy.",194527,699823,-5.30926,56.1467
Add12,"Add12 - River Add - Upper mainstem, Carron lll",river_add,River Add,"Upper mainstem, Carron lll",194930,699823,-5.302785,56.146873
Argyll_0228,Argyll_0228 - Kilmartin Burn - Upstream of right bank trees opposite SWT car park.,river_add,Kilmartin Burn,Upstream of right bank trees opposite SWT car park.,182473,695908,-5.499713,56.106247
Argyll_0316,Argyll_0316 - Abhainn Bheag an Tunns - Downstream of confluence with Right bank tributary.,river_add,Abhainn Bheag an Tunns,Downstream of confluence with Right bank tributary.,194275,696474,-5.310724,56.116552
SEPA_374554,SEPA_374554 - River Add - Kilmichael Glen to top of riffle c90m d/s bridge,river_add,River Add,Kilmichael Glen to top of riffle c90m d/s bridge,186638,694943,-5.4321,56.099471
A63C,"A63C - Clachandubh River - (CB1) U/s of bridge, riffle @ cattle drinking area",river_awe,Clachandubh River,"(CB1) U/s of bridge, riffle @ cattle drinking area",187218,702087,-5.428496,56.1638
A70,A70 - Finchairn - (F2) LH Braid of Isl. at hydro outflow u/s of road bridge,river_awe,Finchairn,(F2) LH Braid of Isl. at hydro outflow u/s of road bridge,190274,703983,-5.380871,56.182159
A70a,"A70a - Finchairn - (F3) U/s of falls, adj. to cottage on LB",river_awe,Finchairn,"(F3) U/s of falls, adj. to cottage on LB",190209,704319,-5.382182,56.185144
A73,A73 - Finchairn - (F1) 60m d/s of road bridge,river_awe,Finchairn,(F1) 60m d/s of road bridge,190181,704220,-5.382554,56.184244
A73a,A73a - Finchairn - (F1a) 40m u/s of old deer fence d/s of road bridge - lower reach,river_awe,Finchairn,(F1a) 40m u/s of old deer fence d/s of road bridge - lower reach,190209,704319,-5.382182,56.185144
A89B11,A89B11 - Upstream of forestry track,river_awe,,Upstream of forestry track,195172,706460,-5.304011,56.206508
A90C,"A90C - Durran, upstream of forestry track",river_awe,,"Durran, upstream of forestry track",196400,707850,-5.285316,56.219502
AKAA 1,AKAA 1 - Allt na h-Annait - Between ford and fence,river_awe,Allt na h-Annait,Between ford and fence,234576,737809,-4.689324,56.503176
AKCA 1,AKCA 1 - Allt Coralan - u/s of ford,river_awe,Allt Coralan,u/s of ford,233207,735860,-4.71029,56.485203
AKCC 1,AKCC 1 - Allt-Coire-Chailein - tributary of Allt Kinglass system qualitative site directly below roadbridge,river_awe,Allt-Coire-Chailein,tributary of Allt Kinglass system qualitative site directly below roadbridge,232599,735694,-4.720045,56.483497
AKCC 2,AKCC 2 - Allt-Coire-Chailein - Downstream of birch trees on Left Bank,river_awe,Allt-Coire-Chailein,Downstream of birch trees on Left Bank,232400,735600,-4.723212,56.482583
AKCC 3,AKCC 3 - Allt-Coire-Chailein - Tributary of the Allt Kinglass.  Site located below the first concrete bridge structure on the WHW,river_awe,Allt-Coire-Chailein,Tributary of the Allt Kinglass.  Site located below the first concrete bridge structure on the WHW,232600,735300,-4.719776,56.479962
AKCC 4,AKCC 4 - Allt-Coire-Chailein - Upstream of third tributary on right bank,river_awe,Allt-Coire-Chailein,Upstream of third tributary on right bank,232550,734950,-4.720362,56.476804
AKCC 5,AKCC 5 - Allt-Coire-Chailein - Upstream from trees on right bank to brow,river_awe,Allt-Coire-Chailein,Upstream from trees on right bank to brow,232550,734700,-4.720201,56.47456
AKCC 6,AKCC 6 - Allt-Coire-Chailein - Upstream of RH bend at forestry plantation,river_awe,Allt-Coire-Chailein,Upstream of RH bend at forestry plantation,232600,734400,-4.719198,56.471886
AKCC 7,AKCC 7 - Allt-Coire-Chailein - RH braid upstream of forestry bloch,river_awe,Allt-Coire-Chailein,RH braid upstream of forestry bloch,232600,734100,-4.719005,56.469194
ATNL 1,ATNL 1,river_awe,,,232000,735700,-4.729764,56.483338
ATNL 2,ATNL 2 - Tributary of the Allt Kinglass. Downstream of new watergate within fenced habitat project,river_awe,,Tributary of the Allt Kinglass. Downstream of new watergate within fenced habitat project,232150,735450,-4.72717,56.481148
Abh Shira 1,Abh Shira 1 - 100m downstream from Victoria Bridge across from most downstream stand of Alders on left bank (looking upstream).,river_awe,,100m downstream from Victoria Bridge across from most downstream stand of Alders on left bank (looking upstream).,227200,742200,-4.811925,56.539926
Abh Shira 2,Abh Shira 2 - Directly upstream of road bridge,river_awe,,Directly upstream of road bridge,227000,742200,-4.815173,56.539853
Abh Shira 3,Abh Shira 3 - Upstream of old schoolhouse.,river_awe,,Upstream of old schoolhouse.,225700,742400,-4.836421,56.541167
Abh Shira 3a,Abh Shira 3a - Abhainn Shira - Trib: Allt Toaig - 50m u/s of bridge.,river_awe,Abhainn Shira,Trib: Allt Toaig - 50m u/s of bridge.,225450,742650,-4.840649,56.543318
Abh Shira 4,Abh Shira 4 - Downstream of Fording point,river_awe,,Downstream of Fording point,223350,741800,-4.874179,56.534906
Abh Shira 4a,"Abh Shira 4a - Abhainn Shira - Middle mainstem, riffle 100m d/s of ford. (new 2014)",river_awe,Abhainn Shira,"Middle mainstem, riffle 100m d/s of ford. (new 2014)",224023,742041,-4.863414,56.537321
Abh Shira 5a,Abh Shira 5a - Abhainn Shira - RB Trib: Allt Suil na Curra - u/s of fording point. (new 2014).,river_awe,Abhainn Shira,RB Trib: Allt Suil na Curra - u/s of fording point. (new 2014).,223380,741698,-4.873622,56.534002
Abn Shira 5,Abn Shira 5 - Downstream of falls in right hand channel,river_awe,,Downstream of falls in right hand channel,222400,741800,-4.889605,56.534548
Acaladair 5,Acaladair 5 - Upstream of waterfall,river_awe,,Upstream of waterfall,232357,743861,-4.729237,56.5567
Achaladair 4,Achaladair 4 - 10m Upstream of right bank tributary confluence,river_awe,,10m Upstream of right bank tributary confluence,232407,744146,-4.728609,56.559275
Achaladair 6,Achaladair 6 - Upstream of falls,river_awe,,Upstream of falls,232640,743144,-4.724176,56.550367
Achaladar 3,Achaladar 3 - tributary - 20m upstream of confluence,river_awe,,tributary - 20m upstream of confluence,232395,744113,-4.728782,56.558975
Achallader 1,Achallader 1 - Upstream of track fording point,river_awe,,Upstream of track fording point,232449,744571,-4.728201,56.563104
Achallader 2,Achallader 2 - Upstrea of left hand bend in single channel between braids,river_awe,,Upstrea of left hand bend in single channel between braids,232515,744338,-4.726978,56.561037
Allt Kinglass 0,Allt Kinglass 0 - Allt Kinglass - U/s of confluence with Orchy. Alternative to Orchy site.,river_awe,Allt Kinglass,U/s of confluence with Orchy. Alternative to Orchy site.,229442,738628,-4.773167,56.508693
Allt Kinglass 1,Allt Kinglass 1 - Allt Kinglass - mainstem qualitative site  approximately 1.5km downstream of confluence with Coire Allan,river_awe,Allt Kinglass,mainstem qualitative site  approximately 1.5km downstream of confluence with Coire Allan,231100,736600,-4.744943,56.491092
Allt Kinglass 2,"Allt Kinglass 2 - Allt Kinglass - Mainstem, d/s of chailein confluence.",river_awe,Allt Kinglass,"Mainstem, d/s of chailein confluence.",232423,735864,-4.723009,56.48496
Allt Kinglass 3,Allt Kinglass 3 - Allt Kinglass - Upstream of mature island.,river_awe,Allt Kinglass,Upstream of mature island.,233900,736900,-4.699714,56.494781
Allt Kinglass 4,Allt Kinglass 4 - Allt Kinglass - Start u/s of bedrock steps at bend.,river_awe,Allt Kinglass,Start u/s of bedrock steps at bend.,234333,737674,-4.693181,56.501879
Allt Kinglass 5,Allt Kinglass 5 - Allt Kinglass - d/s of ford,river_awe,Allt Kinglass,d/s of ford,235033,738352,-4.682253,56.50821
Allt Kinglass 6,Allt Kinglass 6 - Allt a Chuirn - upstream of ford to pole on right bank,river_awe,Allt a Chuirn,upstream of ford to pole on right bank,235300,738950,-4.678298,56.51367
Allt Kinglass 6a,Allt Kinglass 6a - Allt Kinglass - d/s of watergate,river_awe,Allt Kinglass,d/s of watergate,235192,738981,-4.680071,56.51391
Allt Orain 1,Allt Orain 1 - Downstream from roadbridge and past hotel to the left. Site is located upstream from first right hand bend of stream.,river_awe,,Downstream from roadbridge and past hotel to the left. Site is located upstream from first right hand bend of stream.,227400,741500,-4.808211,56.533719
Allt Ur 1,Allt Ur 1,river_awe,,,232500,744700,-4.727455,56.56428
Argyll_0183,Argyll_0183 - Allt-Coire-Chailein - Bend downstream of braided section,river_awe,Allt-Coire-Chailein,Bend downstream of braided section,232616,734053,-4.718716,56.468777
Argyll_0187,Argyll_0187 - Strae - Lower River Strae. Adjacent to woodland on right bank.,river_awe,Strae,Lower River Strae. Adjacent to woodland on right bank.,214005,728748,-5.016598,56.414205
Argyll_0194,Argyll_0194 - Water of Tulla - Upstream of large boulder to top of riffle,river_awe,Water of Tulla,Upstream of large boulder to top of riffle,236307,747243,-4.667185,56.588444
Argyll_0199,Argyll_0199 - Allt Suil na Curra - 25 m upstream of ford on right bank tributary to Abhainn Shira,river_awe,Allt Suil na Curra,25 m upstream of ford on right bank tributary to Abhainn Shira,223376,741697,-4.873687,56.533992
Argyll_0224,Argyll_0224 - Abhainn Fionain - Along high eroded bank upstream of woody debris,river_awe,Abhainn Fionain,Along high eroded bank upstream of woody debris,199302,717411,-5.245857,56.306497
Argyll_0226,Argyll_0226 - Allt Tolaghan - 250 m upstream of road bridge downstream of bend,river_awe,Allt Tolaghan,250 m upstream of road bridge downstream of bend,226789,741109,-4.817872,56.529986
Argyll_0326,Argyll_0326 - Water of Tulla - Run downstream of bend pool with tree on left bank,river_awe,Water of Tulla,Run downstream of bend pool with tree on left bank,236845,747679,-4.65871,56.592544
Argyll_0335,Argyll_0335 - Inverlochy Burn (unnamed) - Upstream of bedrock crest / Ford,river_awe,Inverlochy Burn (unnamed),Upstream of bedrock crest / Ford,219572,727859,-4.925879,56.408389
Argyll_0360,Argyll_0360 - Clachan Dubh - Shallow Downstream of bend,river_awe,Clachan Dubh,Shallow Downstream of bend,187880,700844,-5.416865,56.152947
Awe 1,Awe 1 - River Awe - Caravan Park. R/B u/s of side bar,river_awe,River Awe,Caravan Park. R/B u/s of side bar,203338,729299,-5.189631,56.414826
Awe 2,Awe 2 - River Awe - Ashes U/S Brander Lodge,river_awe,River Awe,Ashes U/S Brander Lodge,203815,729157,-5.181806,56.413751
Awe 3,Awe 3 - River Awe - Lower Inverawe. U/S of large boulders,river_awe,River Awe,Lower Inverawe. U/S of large boulders,201707,731865,-5.217969,56.437161
Awe 89C,Awe 89C,river_awe,,,195800,707700,-5.29486,56.2179
Bhreac 1,Bhreac 1 - Allt Bhreacnais - Tributary of Loch Tulla. Downstream of roadbridge. Upstream extent of site located by large single oak tree on left bank,river_awe,Allt Bhreacnais,Tributary of Loch Tulla. Downstream of roadbridge. Upstream extent of site located by large single oak tree on left bank,228400,742800,-4.792832,56.54575
Bhreac 2,"Bhreac 2 - Allt Bhreacnais - Trib to Loch Tulla: Middle, u/s of Easan Dubh RB trib",river_awe,Allt Bhreacnais,"Trib to Loch Tulla: Middle, u/s of Easan Dubh RB trib",228207,743298,-4.796297,56.550148
CL07,CL07 - Claonaig Water tributary - 50m upstream of junction with main river,river_awe,,Claonaig Water tributary - 50m upstream of junction with main river,184900,658300,-5.430785,55.770058
CL08,CL08 - Claonaig Water tributary- - 20m above waterfall,river_awe,,Claonaig Water tributary- - 20m above waterfall,184800,658100,-5.432218,55.76822
CL09,CL09 - Claonaig Water tributary - pposite sheepfold,river_awe,,Claonaig Water tributary - pposite sheepfold,184700,657800,-5.433572,55.765485
Car Ghl 7,Car Ghl 7 - Upstream of confluence with Allt Fearna,river_awe,,Upstream of confluence with Allt Fearna,198850,717445,-5.253176,56.30661
Carraig Gheal 1,Carraig Gheal 1 - 50 meters upstream of Loch,river_awe,,50 meters upstream of Loch,195560,719925,-5.308184,56.327447
Carraig Gheal 10,Carraig Gheal 10 - Uppermost site,river_awe,,Uppermost site,199853,721891,-5.240372,56.346914
Carraig Gheal 11,Carraig Gheal 11 - Middle site,river_awe,,Middle site,200510,721848,-5.229727,56.346806
Carraig Gheal 12,Carraig Gheal 12 - Downstream of road,river_awe,,Downstream of road,200824,722260,-5.224967,56.350634
Carraig Gheal 13,Carraig Gheal 13 - Downstream of confluence with Allt a Bhodaich,river_awe,,Downstream of confluence with Allt a Bhodaich,201073,720772,-5.219819,56.337391
Carraig Gheal 14,Carraig Gheal 14 - Lower limit at large boulders on left and right banks. Upper limit at bedrock cascades,river_awe,,Lower limit at large boulders on left and right banks. Upper limit at bedrock cascades,201692,720464,-5.209591,56.334888
Carraig Gheal 15,Carraig Gheal 15 - 50 meters downstream of letf bend in drainage channel,river_awe,,50 meters downstream of letf bend in drainage channel,202107,722733,-5.204597,56.355415
Carraig Gheal 16,Carraig Gheal 16 - Tributary,river_awe,,Tributary,202907,723489,-5.192238,56.36253
Carraig Gheal 17,"Carraig Gheal 17 - Lower limit at trees, upper limit at confluence.",river_awe,,"Lower limit at trees, upper limit at confluence.",200838,719377,-5.222558,56.324779
Carraig Gheal 18,Carraig Gheal 18 - Upstream of fallen trees,river_awe,,Upstream of fallen trees,203772,721854,-5.177039,56.348223
Carraig Gheal 2,Carraig Gheal 2 - Start at Loch,river_awe,,Start at Loch,195821,719960,-5.303998,56.327873
Carraig Gheal 3,"Carraig Gheal 3 - U/S braid, start @ tight bend",river_awe,,"U/S braid, start @ tight bend",197343,720814,-5.280084,56.336187
Carraig Gheal 4,Carraig Gheal 4 - Start @ RB bedrock outcrop with single Rowan tree,river_awe,,Start @ RB bedrock outcrop with single Rowan tree,197676,719828,-5.273949,56.327485
Carraig Gheal 5,Carraig Gheal 5 - Upstream confluence,river_awe,,Upstream confluence,198054,719759,-5.267794,56.327027
Carraig Gheal 6,Carraig Gheal 6 - Downstream of confluence from gravel bar on left bank,river_awe,,Downstream of confluence from gravel bar on left bank,198066,719652,-5.267518,56.326073
Carraig Gheal 7,Carraig Gheal 7 - River Awe,river_awe,River Awe,,198853,717446,-5.253128,56.30662
Carraig Gheal 8,Carraig Gheal 8 - 100m Upstream of Inverinan Farm,river_awe,,100m Upstream of Inverinan Farm,199213,717472,-5.247339,56.307006
Carraig Gheal 9,Carraig Gheal 9 - South of sub station,river_awe,,South of sub station,199857,721516,-5.240022,56.343552
Clach A,Clach A - Riffle by cattle drink diversion,river_awe,,Riffle by cattle drink diversion,187211,702099,-5.428618,56.163905
Clach B,"Clach B - Middle reaches, downstream of ruined bothy",river_awe,,"Middle reaches, downstream of ruined bothy",187793,700547,-5.418026,56.150245
Clach C,Clach C - Downstream of new house,river_awe,,Downstream of new house,187804,700114,-5.417504,56.146366
Claon 5,Claon 5 - - tributary of Claonaig Water - Downstream of forestry plantation,river_awe,,- tributary of Claonaig Water - Downstream of forestry plantation,185800,658400,-5.416544,55.771355
Creagmhor A1,Creagmhor A1 - Upstream of Loch confluence,river_awe,,Upstream of Loch confluence,180545,691290,-5.526861,56.063954
Fin F4,Fin F4 - Upstream of falls.,river_awe,,Upstream of falls.,191784,702877,-5.355721,56.172902
FinF5,"FinF5 - Above bedrock steps, 150m above waterfalls",river_awe,,"Above bedrock steps, 150m above waterfalls",192252,703030,-5.348317,56.174478
Gain S1,Gain S1 - Upstream of bridge leading to Socach House,river_awe,,Upstream of bridge leading to Socach House,187977,699625,-5.414335,56.142058
Gain S2,"Gain S2 - Northerly tributary, above large waterfalls. Downstream limit just above 4 foot high waterfall.",river_awe,,"Northerly tributary, above large waterfalls. Downstream limit just above 4 foot high waterfall.",188669,699882,-5.403423,56.14467
GainC1,"GainC1 - Sluggish water. Downstream limit at reeds, upstream limit at first riffle",river_awe,,"Sluggish water. Downstream limit at reeds, upstream limit at first riffle",191658,701810,-5.356911,56.163277
GainG1,GainG1 - 150m downstream from Loch outflow. Upstream  from hydorlogical measuring equipment,river_awe,,150m downstream from Loch outflow. Upstream  from hydorlogical measuring equipment,190466,699886,-5.374556,56.145498
GainG2,GainG2 - 50m above loch,river_awe,,50m above loch,191159,700339,-5.363778,56.149865
GainG3,GainG3 - Flowing into south east of Loch,river_awe,,Flowing into south east of Loch,191232,700351,-5.362614,56.150005
GainG4,GainG4 - 60m D/S of Ford,river_awe,,60m D/S of Ford,191995,701286,-5.351085,56.158724
GainG5,GainG5 - Downstream limit at ford,river_awe,,Downstream limit at ford,192043,701344,-5.350359,56.159265
GainG6,GainG6 - Below confluence of two stems,river_awe,,Below confluence of two stems,192800,702050,-5.338742,56.165927
GainS3,"GainS3 - Mainstem of ""Socach"" Burn 100m U/S of confluence wit Gain S2 tributary that has large waterfalls.",river_awe,,"Mainstem of ""Socach"" Burn 100m U/S of confluence wit Gain S2 tributary that has large waterfalls.",188749,699803,-5.402075,56.143997
GainS4,GainS4 - D/S limit at step below large RB boulder. U/S limit at LB tributary confluence,river_awe,,D/S limit at step below large RB boulder. U/S limit at LB tributary confluence,189835,699725,-5.384567,56.143777
